gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name
50834,NRAS,31530,TMEM109
50834,NRAS,48977,OAF
50834,NRAS,81157,ZNF570
50834,NRAS,43666,RFX4
50834,NRAS,33377,ST6GALNAC5
50834,NRAS,37507,SYT14
50834,NRAS,36391,POU4F1
50834,NRAS,8195,RPL39
50834,NRAS,41241,PRSS55
50834,NRAS,13674,RTN2
50834,NRAS,87637,PGPEP1
50834,NRAS,2975,SCN8A
50834,NRAS,26554,POLR3F
50834,NRAS,10513,RASL11A
50834,NRAS,67470,SRR
50834,NRAS,65097,OR14A16
50860,METTL17,82160,MZT1
50860,METTL17,92508,NOP58
50860,METTL17,77416,RPS5
50860,METTL17,95103,RAE1
50860,METTL17,77791,RBM17
50860,METTL17,52590,VPS72
50860,METTL17,55922,POLR2K
50860,METTL17,80862,ZWINT
50860,METTL17,94478,NUP54
50860,METTL17,91076,PSMC1
50868,PGAM5,32877,CHAC2
50868,PGAM5,8350,TBRG4
50870,CTXN1,57459,FGD4
50875,FAM83D,89118,NR4A3
50875,FAM83D,30092,NAE1
50875,FAM83D,60186,HAND2
50877,C9,76781,H1-9P
50887,KMT2D,31227,PARP1
50887,KMT2D,96301,TP53
50887,KMT2D,40136,RFC4
50887,KMT2D,13616,MYH4
50887,KMT2D,34457,SUDS3
50887,KMT2D,54395,PMS2
50914,TTI1,46031,PTGFR
50959,CCDC138,56534,DSCC1
50959,CCDC138,56746,HAT1
50976,NOL11,73372,CHEK1
50976,NOL11,10272,CCDC58
50976,NOL11,51025,ZNF670
50976,NOL11,36853,TRMT10C
50982,TENT5D,13799,PIM1
50987,CTDSPL2,49414,MCM2
50987,CTDSPL2,2486,SFPQ
50987,CTDSPL2,10799,PTAR1
50995,HLA-DQB1,30092,NAE1
51025,ZNF670,35894,RNF138
51035,ATL2,68063,HRAS
51035,ATL2,50834,NRAS
51035,ATL2,60732,KRAS
51057,ERO1A,30092,NAE1
51057,ERO1A,73790,LAMC2
51078,PPP1R12A,55035,PTEN
51078,PPP1R12A,46130,BRCA2
51088,LOC646762,50834,NRAS
51102,NDUFAF6,68063,HRAS
51102,NDUFAF6,60732,KRAS
51102,NDUFAF6,88171,CCNE2
51102,NDUFAF6,50834,NRAS
51144,CWC27,67579,MTREX
51144,CWC27,94163,KIF2A
51144,CWC27,81580,PPWD1
51144,CWC27,80327,TAF9
51150,MED26,68714,RAB8A
51150,MED26,43660,WDR83
51150,MED26,47985,ZNF101
51150,MED26,63525,TNPO2
51150,MED26,21043,RAVER1
51165,ANAPC2,31168,MRPS2
51165,ANAPC2,15888,GTF3C5
51165,ANAPC2,60732,KRAS
51165,ANAPC2,68063,HRAS
51165,ANAPC2,50834,NRAS
51173,ABCF3,22597,NRBP1
51178,C1orf54,19137,MYC
51187,TRMT13,42756,ZNF644
51187,TRMT13,68091,CCT2
51196,TMED10,33494,VTI1B
51196,TMED10,42487,EIPR1
51196,TMED10,60732,KRAS
51196,TMED10,29430,RAB1A
51230,LTO1,41453,PPFIA1
51232,ARF6,31227,PARP1
51236,PCDHGA2,72144,PCDHGC3
51236,PCDHGA2,46130,BRCA2
51239,EOGT,62048,PTCD1
51244,RNF112,55035,PTEN
51251,OGFOD1,68023,PAFAH1B1
51251,OGFOD1,65030,RPL13
51251,OGFOD1,80022,SLC39A9
51251,OGFOD1,50137,PSPH
51251,OGFOD1,48811,TRNAU1AP
51251,OGFOD1,96155,TRRAP
51251,OGFOD1,83551,SPAG7
51251,OGFOD1,33887,WDR61
51251,OGFOD1,39685,POLN
51251,OGFOD1,82173,SI
51251,OGFOD1,42619,ZNHIT6
51251,OGFOD1,1275,TUBGCP3
51251,OGFOD1,11689,TIMM9
51251,OGFOD1,13685,PNN
51251,OGFOD1,69303,TRMT5
51251,OGFOD1,32891,TIMM23B
51251,OGFOD1,29136,SRP19
51251,OGFOD1,64958,RPL28
51251,OGFOD1,60065,ZNRD1
51251,OGFOD1,71490,SAMD7
51251,OGFOD1,90069,TCOF1
51251,OGFOD1,46547,ZNF830
51251,OGFOD1,25029,RBBP8
51251,OGFOD1,5358,PWP1
51251,OGFOD1,85384,PSMD6
51251,OGFOD1,76170,RTF1
51251,OGFOD1,20612,RPL36A
51251,OGFOD1,10146,PPP2R1A
51251,OGFOD1,63314,TIPIN
51251,OGFOD1,28621,ZNF574
51251,OGFOD1,59973,TTC4
51253,PFDN1,19442,SLC13A3
51254,PLEKHA7,6692,RASSF7
51264,CWC22,64205,EXOSC9
51264,CWC22,40754,GTF3C3
51300,IL7,69468,SLC22A1
51300,IL7,65860,PDGFRA
51300,IL7,19137,MYC
51300,IL7,35301,RET
51300,IL7,94654,SLC22A2
51300,IL7,14672,ORM1
51300,IL7,36922,PTGS1
51300,IL7,30949,KIT
51300,IL7,78342,PDGFRB
51300,IL7,48812,NTRK1
51301,FLCN,25847,SSH3
51301,FLCN,75494,SSH1
51301,FLCN,68306,SSH2
51303,CD52,33323,ADRB1
51303,CD52,84973,FCER2
51328,NEU3,33598,BRCA1
51356,GC,50834,NRAS
51356,GC,68063,HRAS
51356,GC,19137,MYC
51356,GC,60732,KRAS
51378,PDCL,54958,UPP1
51387,ESYT2,13165,RPP40
51395,NMI,60732,KRAS
51395,NMI,50834,NRAS
51419,TAF1A,52590,VPS72
51419,TAF1A,1275,TUBGCP3
51421,BARHL1,70870,CAPN2
51421,BARHL1,18405,S100A10
51422,SQLE,33598,BRCA1
51422,SQLE,96301,TP53
51483,PTCD3,1275,TUBGCP3
51512,LDLRAP1,30092,NAE1
51514,STRADA,50834,NRAS
51529,HSPA4,58010,NR1D1
51529,HSPA4,32739,RAD50
51529,HSPA4,72026,MED7
51529,HSPA4,23368,JUN
51529,HSPA4,44801,ATP6V0C
51529,HSPA4,32584,TTC37
51529,HSPA4,54702,YAF2
51529,HSPA4,87561,HSPA8
51590,G2E3,45554,SLCO4A1
51591,CYP27B1,68063,HRAS
51591,CYP27B1,50834,NRAS
51591,CYP27B1,19137,MYC
51591,CYP27B1,60732,KRAS
51657,BRWD1,30092,NAE1
51663,MAP2K2,12970,TK1
51663,MAP2K2,22800,PIK3C2B
51663,MAP2K2,65678,MST1R
51663,MAP2K2,94780,PRODH
51691,FARSA,16608,RANBP3
51691,FARSA,49065,STX10
51691,FARSA,29727,PTTG1
51691,FARSA,78015,FDPS
51691,FARSA,16744,TCF25
51691,FARSA,35315,GNPAT
51691,FARSA,25029,RBBP8
51691,FARSA,28217,LEO1
51691,FARSA,8795,NDUFB7
51691,FARSA,22088,ILF3
51691,FARSA,21211,PIN1
51691,FARSA,63525,TNPO2
51691,FARSA,52590,VPS72
51691,FARSA,10146,PPP2R1A
51691,FARSA,83551,SPAG7
51691,FARSA,59973,TTC4
51691,FARSA,66253,ANAPC5
51691,FARSA,13563,PRIM2
51691,FARSA,51251,OGFOD1
51691,FARSA,65030,RPL13
51691,FARSA,76566,INTS5
51691,FARSA,21845,SKA3
51691,FARSA,12000,TMEM161A
51691,FARSA,23671,KIF14
51691,FARSA,47862,MRPL4
51691,FARSA,33887,WDR61
51691,FARSA,70775,RAD23A
51691,FARSA,78680,NSMCE4A
51691,FARSA,49039,UPF1
51691,FARSA,33598,BRCA1
51695,CFAP99,50834,NRAS
51717,PSRC1,17457,CCNF
51719,CRLS1,20658,ITPA
51720,DRG1,46337,L3MBTL2
51720,DRG1,40614,SF3A1
51731,NUDT3,78342,PDGFRB
51731,NUDT3,65860,PDGFRA
51731,NUDT3,35301,RET
51731,NUDT3,36922,PTGS1
51731,NUDT3,69468,SLC22A1
51731,NUDT3,14672,ORM1
51731,NUDT3,94654,SLC22A2
51765,PIP5K1C,29736,SCAMP4
51767,ADGRB1,33598,BRCA1
51767,ADGRB1,30092,NAE1
51836,DPH1,50834,NRAS
51836,DPH1,60732,KRAS
51836,DPH1,68063,HRAS
51837,ING3,57844,LUC7L2
51846,KDELR2,14572,OSMR
51846,KDELR2,60094,THBS1
51846,KDELR2,55035,PTEN
51868,CLDN18,33598,BRCA1
51872,NPBWR1,3375,ATM
51887,DHPS,7837,AIP
51888,TMEM131L,10799,PTAR1
51892,DARS2,83660,RIDA
51892,DARS2,71005,ZFP36L1
51892,DARS2,66369,MRPL13
51892,DARS2,80095,NDUFB5
51892,DARS2,89367,SENP2
51893,SERPINB13,46130,BRCA2
51909,PLEKHA1,2966,TACC2
51935,DUSP22,68063,HRAS
51935,DUSP22,30092,NAE1
51935,DUSP22,60732,KRAS
51935,DUSP22,50834,NRAS
51941,L3MBTL3,43870,PARP12
51942,SCAI,67706,PDIK1L
51942,SCAI,30092,NAE1
51980,GLS,85534,TSC1
51982,MRPL21,12209,WDR74
51984,ALB,34180,ATF5
51984,ALB,68182,SEL1L
51984,ALB,710,FKBP11
51984,ALB,21057,FLT3LG
51984,ALB,7698,ANK3
51984,ALB,83308,ATP2C2
51984,ALB,75586,RARA
51984,ALB,89774,SRSF1
51984,ALB,45079,SCAF11
51984,ALB,94887,AZGP1
51984,ALB,596,ATP7A
51984,ALB,82994,RPL21
51984,ALB,84,EPB42
51984,ALB,32437,PLOD2
51984,ALB,21699,SORBS1
51984,ALB,84015,OR2F1
51984,ALB,21763,MBD4
51984,ALB,23585,PDE6C
51984,ALB,6164,CXCR4
51984,ALB,62856,CPSF1
51984,ALB,68949,NRG2
51984,ALB,13551,CCL23
51984,ALB,14962,KAT6A
51984,ALB,24279,IL4
51984,ALB,19236,CNR1
51984,ALB,4442,MAML1
51984,ALB,46878,EDF1
51984,ALB,39468,INTS6L
51984,ALB,81309,SESTD1
51984,ALB,38832,SPTB
51984,ALB,88582,SNX10
51984,ALB,43951,CST4
51984,ALB,17387,GGCX
51984,ALB,2045,GLIPR1
51984,ALB,10342,CTDSPL
51984,ALB,83386,CAPN6
51984,ALB,19058,PYROXD1
51984,ALB,73727,SETMAR
51984,ALB,13904,ALDOC
51984,ALB,39173,BAD
51984,ALB,89852,TRIM24
51984,ALB,72578,ALG10B
51984,ALB,15882,CRCP
51984,ALB,62936,CXCR3
51984,ALB,62922,CADM4
51984,ALB,7865,ATP6V0E1
51984,ALB,2491,DDAH1
51984,ALB,43049,GLT8D1
51984,ALB,2478,CA2
51984,ALB,23369,GTF2H5
51984,ALB,51992,SEPTIN6
51984,ALB,94672,PDLIM5
51984,ALB,46560,SP100
51984,ALB,11474,CTSB
51984,ALB,25557,RPL5
51984,ALB,82839,RPL35
51984,ALB,54982,H3C7
51984,ALB,20612,RPL36A
51984,ALB,77632,FZD8
51984,ALB,88200,SNTA1
51984,ALB,63309,GBP4
51984,ALB,65218,EHF
51984,ALB,14881,GPC5
51984,ALB,18460,COL3A1
51984,ALB,87295,S1PR2
51984,ALB,25440,TJP1
51984,ALB,14192,MAPK11
51984,ALB,23132,LIPE
51984,ALB,2088,PLCB1
51984,ALB,49632,PPP3CA
51984,ALB,35989,PDE6H
51984,ALB,38661,UBA6
51984,ALB,980,LRRC37A3
51984,ALB,84106,NFATC2IP
51984,ALB,36230,MORC3
51984,ALB,5042,SRI
51984,ALB,82765,LDLRAD4
51984,ALB,24458,GAPDH
51984,ALB,88849,IFI16
51984,ALB,7975,SKP1
51984,ALB,20191,DLAT
51984,ALB,29101,CACNA2D2
51984,ALB,75629,NKRF
51984,ALB,33658,CLDN3
51984,ALB,96246,FOSL1
51984,ALB,17772,ZNF473
51984,ALB,80423,SYT11
51984,ALB,3245,HLA-DRA
51984,ALB,43657,RO60
51984,ALB,86374,SAT1
51984,ALB,43236,PRKCQ
51984,ALB,87872,ITCH
51984,ALB,49350,THAP1
51984,ALB,16899,ERMP1
51984,ALB,72090,RAP1A
51984,ALB,94413,CLPX
51984,ALB,40973,WNT5A
51984,ALB,12996,TMEFF1
51984,ALB,61961,CALM1
51984,ALB,51300,IL7
51984,ALB,87187,IRF7
51984,ALB,61098,MGAT2
51984,ALB,71534,TAS2R14
51984,ALB,21731,CYP2B6
51984,ALB,74641,RYK
51984,ALB,28367,DBF4
51984,ALB,88,ZNF140
51984,ALB,83801,TRIP11
51984,ALB,1984,PRMT8
51984,ALB,28072,PPP1R2
51984,ALB,19812,CLEC2D
51984,ALB,20250,CARS1
51984,ALB,80273,ZP3
51984,ALB,69533,UBE3A
51984,ALB,39772,NFATC1
51984,ALB,86432,TLE1
51984,ALB,37934,CLTC
51984,ALB,79583,FCN3
51984,ALB,51731,NUDT3
51984,ALB,27570,ITGB1
51984,ALB,20294,CAMK2B
51984,ALB,28477,HIF3A
51984,ALB,85405,API5
51984,ALB,32911,PDE4DIP
51984,ALB,33863,PGAP2
51984,ALB,92524,CAMK2G
51984,ALB,27859,NCOA3
51984,ALB,63413,CUX1
51984,ALB,74734,RCAN2
51984,ALB,59625,EGR3
51984,ALB,34722,RTP4
51984,ALB,74529,PPP3CB
51984,ALB,80956,TNFRSF9
51984,ALB,37620,UCP2
51984,ALB,77755,SV2B
51984,ALB,5031,SP110
51984,ALB,9922,SMARCA1
51984,ALB,14834,CA5A
51984,ALB,39117,CSHL1
51984,ALB,81541,PGLS
51984,ALB,29081,TBCCD1
51984,ALB,37,UGT1A7
51984,ALB,11326,PLEKHM1
51984,ALB,73618,CELF2
51984,ALB,40470,HLA-DRB5
51984,ALB,65672,TFAP2B
51984,ALB,7263,CAPRIN1
51984,ALB,72979,RCAN1
51984,ALB,76713,KCNJ13
51984,ALB,85085,IL27RA
51984,ALB,37714,CRYBB2
51984,ALB,79369,CLTA
51984,ALB,2762,LAPTM4B
51984,ALB,45782,UTP14A
51984,ALB,23942,TPM1
51984,ALB,8531,FZD2
51984,ALB,82871,CEACAM1
51984,ALB,8435,SLC50A1
51984,ALB,69408,CD93
51992,SEPTIN6,69468,SLC22A1
51992,SEPTIN6,94654,SLC22A2
52006,IRF8,19137,MYC
52010,CEP126,61256,LRCH4
52016,CCDC120,50834,NRAS
52016,CCDC120,68063,HRAS
52016,CCDC120,60732,KRAS
52034,ALPK1,53604,MAP4
52034,ALPK1,16152,MAP2
52034,ALPK1,77739,CAMKK2
52034,ALPK1,7302,NR1I2
52034,ALPK1,19137,MYC
52034,ALPK1,11618,SLCO1B3
52034,ALPK1,66037,MAPT
52034,ALPK1,92325,TUBB1
52034,ALPK1,73893,PILRA
52034,ALPK1,14347,KCNJ5
52034,ALPK1,63412,ZNF692
52040,NMD3,63493,PRKAA1
52040,NMD3,54665,TOMM22
52040,NMD3,89367,SENP2
52040,NMD3,36848,UGP2
52040,NMD3,82239,TFG
52040,NMD3,33777,TBL1XR1
52041,CD59,12702,DRAP1
52041,CD59,96254,CTTN
52041,CD59,96246,FOSL1
52050,MACC1,5154,SLC16A1
52102,ACVRL1,72207,PTPRE
52102,ACVRL1,34593,AMHR2
52102,ACVRL1,60732,KRAS
52102,ACVRL1,50834,NRAS
52102,ACVRL1,58790,EPRS1
52102,ACVRL1,25943,STMN1
52102,ACVRL1,95418,HMGA1
52102,ACVRL1,57373,JAK3
52102,ACVRL1,22800,PIK3C2B
52102,ACVRL1,50430,CIT
52102,ACVRL1,52722,MAP3K10
52102,ACVRL1,71406,CDK2
52102,ACVRL1,66175,VHL
52102,ACVRL1,93935,NPR1
52102,ACVRL1,48732,CDK12
52102,ACVRL1,32766,LTC4S
52102,ACVRL1,92091,GRB2
52102,ACVRL1,68063,HRAS
52119,FEZF2,65763,CD163
52119,FEZF2,80548,TAS2R9
52162,KYAT1,30092,NAE1
52198,VPS28,33598,BRCA1
52218,NDC1,60732,KRAS
52219,ACE,30092,NAE1
52225,TYK2,30493,GGA3
52225,TYK2,95139,CUL9
52225,TYK2,78202,XIAP
52277,SFRP5,55035,PTEN
52279,CHCHD1,28344,HSPA14
52294,MRPS35,94478,NUP54
52294,MRPS35,66509,PGK1
52294,MRPS35,5986,NFE2L1
52294,MRPS35,11479,TPM2
52294,MRPS35,59570,PNO1
52294,MRPS35,65030,RPL13
52294,MRPS35,1822,REXO2
52294,MRPS35,70354,SF3B1
52294,MRPS35,57880,PSMB6
52294,MRPS35,62997,TAF1
52294,MRPS35,1275,TUBGCP3
52295,PPIE,29660,RBM25
52295,PPIE,86493,RPL24
52295,PPIE,77416,RPS5
52295,PPIE,46547,ZNF830
52295,PPIE,57087,PSMD1
52295,PPIE,36106,WDR70
52305,DHX34,28621,ZNF574
52305,DHX34,86546,EXOSC5
52305,DHX34,84328,STRN4
52316,CHAF1B,22595,FEN1
52316,CHAF1B,64354,INCENP
52316,CHAF1B,79859,TPX2
52316,CHAF1B,89009,SMC2
52316,CHAF1B,73402,SMC4
52316,CHAF1B,30092,NAE1
52316,CHAF1B,19152,WDHD1
52322,FGL1,55035,PTEN
52325,MPIG6B,19137,MYC
52325,MPIG6B,46935,NMUR1
52327,LGALS1,96246,FOSL1
52353,COPS4,90634,EIF3D
52353,COPS4,19137,MYC
52353,COPS4,2031,GNL3L
52353,COPS4,55748,XRN2
52353,COPS4,59671,MED28
52353,COPS4,68063,HRAS
52353,COPS4,29727,PTTG1
52353,COPS4,86657,MRPL32
52353,COPS4,59973,TTC4
52353,COPS4,51691,FARSA
52353,COPS4,20245,HUS1
52353,COPS4,27084,MICOS10-NBL1
52353,COPS4,66010,VPS29
52353,COPS4,75249,NDUFA8
52353,COPS4,64205,EXOSC9
52353,COPS4,10146,PPP2R1A
52353,COPS4,65499,PELO
52353,COPS4,50522,TAF2
52353,COPS4,65030,RPL13
52353,COPS4,50834,NRAS
52353,COPS4,5986,NFE2L1
52353,COPS4,21845,SKA3
52353,COPS4,60732,KRAS
52353,COPS4,76566,INTS5
52353,COPS4,96155,TRRAP
52353,COPS4,64958,RPL28
52353,COPS4,20612,RPL36A
52353,COPS4,47104,MAPKAP1
52353,COPS4,8808,KCTD10
52353,COPS4,78075,MRPL18
52353,COPS4,13776,MRPL42
52353,COPS4,13685,PNN
52353,COPS4,89901,MED1
52362,SETDB1,83857,ZNF33A
52368,IQCF1,30092,NAE1
52369,PEX11A,60732,KRAS
52382,KANK2,55035,PTEN
52382,KANK2,33598,BRCA1
52403,BCS1L,45384,MARS2
52424,PPA1,5595,PRDX3
52431,MRVI1,19137,MYC
52439,KIF23,2884,STX19
52439,KIF23,41386,PLK1
52439,KIF23,30092,NAE1
52439,KIF23,34146,GINS1
52452,ETV2,33598,BRCA1
52473,SEC62,96301,TP53
52479,CHD1L,30092,NAE1
52491,BTN2A1,42565,BTN2A2
52497,MARCO,8435,SLC50A1
52497,MARCO,51025,ZNF670
52515,LGALSL,50834,NRAS
52515,LGALSL,60732,KRAS
52526,ARL2,18243,C14orf178
52526,ARL2,40754,GTF3C3
52526,ARL2,92609,DDX18
52526,ARL2,46547,ZNF830
52526,ARL2,5245,CDC16
52526,ARL2,10146,PPP2R1A
52526,ARL2,71821,GNL2
52526,ARL2,62381,PDCD7
52526,ARL2,68656,CEP152
52526,ARL2,63582,RPL32
52526,ARL2,45876,CDC26
52526,ARL2,2904,TUBGCP5
52526,ARL2,65030,RPL13
52526,ARL2,23306,GTF2H4
52526,ARL2,82803,SRFBP1
52526,ARL2,21845,SKA3
52526,ARL2,19792,PMF1
52526,ARL2,33945,ZMAT5
52526,ARL2,19198,POLE
52526,ARL2,51251,OGFOD1
52526,ARL2,47921,NIP7
52526,ARL2,41173,EIF3M
52526,ARL2,92070,CDC23
52526,ARL2,39685,POLN
52526,ARL2,76170,RTF1
52526,ARL2,29953,MASTL
52526,ARL2,1275,TUBGCP3
52526,ARL2,68023,PAFAH1B1
52526,ARL2,63277,CKAP5
52526,ARL2,28621,ZNF574
52526,ARL2,18931,NOC2L
52526,ARL2,76566,INTS5
52526,ARL2,86493,RPL24
52526,ARL2,25983,CENPW
52526,ARL2,57087,PSMD1
52526,ARL2,59973,TTC4
52526,ARL2,2031,GNL3L
52526,ARL2,88635,NAMPT
52526,ARL2,63653,NOL8
52526,ARL2,59685,FTSJ3
52526,ARL2,80631,EIF6
52526,ARL2,51264,CWC22
52526,ARL2,85138,EBNA1BP2
52526,ARL2,52601,RPL10
52526,ARL2,59671,MED28
52526,ARL2,87791,CENPM
52526,ARL2,93127,CNOT1
52526,ARL2,16679,EXOSC3
52526,ARL2,55922,POLR2K
52526,ARL2,47715,AURKA
52526,ARL2,40012,EXOSC4
52526,ARL2,36106,WDR70
52526,ARL2,33100,NFYC
52526,ARL2,29458,CENPP
52526,ARL2,52590,VPS72
52526,ARL2,82217,CTNNBL1
52526,ARL2,29727,PTTG1
52526,ARL2,61215,SNRPC
52526,ARL2,33887,WDR61
52539,ARHGAP17,44694,LDAH
52539,ARHGAP17,88155,OTX1
52539,ARHGAP17,62048,PTCD1
52539,ARHGAP17,56210,SSB
52551,DNAJC19,33598,BRCA1
52586,HSPBAP1,41790,SKI
52586,HSPBAP1,89060,NOTCH2
52590,VPS72,36106,WDR70
52590,VPS72,60065,ZNRD1
52590,VPS72,24276,YTHDC1
52590,VPS72,33945,ZMAT5
52590,VPS72,1253,WDR77
52590,VPS72,33887,WDR61
52590,VPS72,46547,ZNF830
52590,VPS72,76000,WDR36
52590,VPS72,28621,ZNF574
52601,RPL10,96301,TP53
52601,RPL10,33598,BRCA1
52601,RPL10,28621,ZNF574
52601,RPL10,1275,TUBGCP3
52613,KMT2C,26936,ZNF212
52613,KMT2C,54550,THY1
52621,MFSD12,60732,KRAS
52621,MFSD12,50834,NRAS
52621,MFSD12,68063,HRAS
52629,GBP3,51632,LIMA1
52629,GBP3,85946,ANXA2
52654,ZNF84,96389,ZFP14
52662,ECHDC2,23644,MFNG
52663,PFAS,57087,PSMD1
52663,PFAS,59973,TTC4
52663,PFAS,1275,TUBGCP3
52678,LRAT,29473,TNPO3
52680,FZD3,40228,HSPD1
52701,IGF1,68584,IGFBP3
52701,IGF1,30192,RRM1
52701,IGF1,86177,MTOR
52701,IGF1,7059,WRAP53
52701,IGF1,18894,UNG
52701,IGF1,34769,MDM2
52701,IGF1,84858,NHP2
52701,IGF1,69057,POLR2A
52701,IGF1,45096,PPM1D
52701,IGF1,69070,POLD4
52701,IGF1,74199,PARP2
52701,IGF1,54118,IGHMBP2
52701,IGF1,8502,RAD9A
52701,IGF1,73856,MAPK12
52701,IGF1,96301,TP53
52701,IGF1,1393,POLM
52701,IGF1,29297,USP1
52701,IGF1,54395,PMS2
52701,IGF1,19198,POLE
52701,IGF1,31227,PARP1
52701,IGF1,52831,SESN2
52701,IGF1,47539,TNFRSF10B
52701,IGF1,44340,RELA
52701,IGF1,20547,KDR
52701,IGF1,32538,MT1X
52701,IGF1,54138,RAD51
52701,IGF1,93727,SSBP1
52701,IGF1,58426,RAD23B
52701,IGF1,13272,ZBTB32
52701,IGF1,90671,POLD1
52701,IGF1,27772,XRCC2
52701,IGF1,19137,MYC
52701,IGF1,35001,RPL13A
52701,IGF1,55604,RBX1
52703,ARL8A,50834,NRAS
52703,ARL8A,68063,HRAS
52703,ARL8A,60732,KRAS
52709,CFL1,77788,NLGN1
52709,CFL1,65365,FAM89B
52709,CFL1,50834,NRAS
52709,CFL1,68063,HRAS
52709,CFL1,60732,KRAS
52715,SUPT5H,18837,SNAPC4
52715,SUPT5H,58818,FAM193B
52715,SUPT5H,20790,USP20
52715,SUPT5H,71712,CRY2
52722,MAP3K10,12683,SLC5A5
52722,MAP3K10,5572,SPHK2
52722,MAP3K10,7476,PPP1CC
52722,MAP3K10,44340,RELA
52722,MAP3K10,73856,MAPK12
52722,MAP3K10,16910,TSPO
52722,MAP3K10,68307,POMC
52722,MAP3K10,30092,NAE1
52722,MAP3K10,12970,TK1
52722,MAP3K10,20190,PIK3R2
52722,MAP3K10,68194,PRKCZ
52722,MAP3K10,43115,PTPRZ1
52722,MAP3K10,90465,TPSAB1
52722,MAP3K10,74469,NOS2
52730,TRIM27,44071,ZKSCAN4
52743,FZD6,96301,TP53
52743,FZD6,86432,TLE1
52743,FZD6,33598,BRCA1
52743,FZD6,44984,INPP5A
52768,CHML,205,FANCI
52768,CHML,66589,TMBIM1
52770,ADORA2B,60921,EMP1
52778,XRCC4,48043,XRCC6
52782,CRYBG2,94111,HCN1
52782,CRYBG2,71824,JUP
52782,CRYBG2,34890,PRRG2
52782,CRYBG2,40233,ENTPD2
52795,RPTOR,66010,VPS29
52795,RPTOR,59973,TTC4
52801,ATG12,30092,NAE1
52829,GPR119,30092,NAE1
52829,GPR119,83178,RGS16
52831,SESN2,29297,USP1
52831,SESN2,18894,UNG
52831,SESN2,13272,ZBTB32
52831,SESN2,93727,SSBP1
52831,SESN2,7059,WRAP53
52831,SESN2,47539,TNFRSF10B
52831,SESN2,27772,XRCC2
52832,TWNK,43185,PHB2
52839,MEIS1,85205,TRIP13
52844,RAB5A,9732,CNIH1
52844,RAB5A,60156,CLIP1
52844,RAB5A,16347,PDCD10
52844,RAB5A,48554,DNAJB6
52844,RAB5A,28615,ARFGEF2
52850,IGF2BP3,69772,TECTA
52850,IGF2BP3,22175,VPS13D
52850,IGF2BP3,30080,ZNF676
52850,IGF2BP3,33128,MAST4
52850,IGF2BP3,62585,SLC6A4
52850,IGF2BP3,31860,SOAT2
52850,IGF2BP3,87730,ZMIZ1
52850,IGF2BP3,54988,RUFY1
52850,IGF2BP3,69192,METTL14
52850,IGF2BP3,46926,POU1F1
52850,IGF2BP3,26232,MADD
52863,WASHC5,96301,TP53
52915,S100A14,83976,S100A16
52915,S100A14,86547,SDR16C5
52915,S100A14,33598,BRCA1
52961,SNX33,71897,RHOC
52961,SNX33,83128,LMNA
52961,SNX33,12677,SERPINH1
52970,PHACTR3,33598,BRCA1
52975,PRTN3,55928,SP8
52975,PRTN3,60732,KRAS
52982,KAT5,30092,NAE1
52982,KAT5,847,PBRM1
52983,MYL12B,50834,NRAS
52987,KDM4A,45554,SLCO4A1
53002,FOXO3,31869,ARPC5
53002,FOXO3,18241,SCYL2
53002,FOXO3,65293,ACP1
53002,FOXO3,13535,HACD3
53002,FOXO3,55922,POLR2K
53002,FOXO3,30092,NAE1
53002,FOXO3,31591,IQGAP3
53002,FOXO3,83660,RIDA
53014,CTNNB1,64857,PPARD
53014,CTNNB1,8965,EP300
53026,NELL2,18405,S100A10
53056,WWTR1,66996,PRSS23
53056,WWTR1,39915,PEA15
53068,C6orf163,68063,HRAS
53068,C6orf163,50834,NRAS
53068,C6orf163,60732,KRAS
53079,HM13,65335,VSX2
53079,HM13,60732,KRAS
53079,HM13,50834,NRAS
53079,HM13,15069,PHOX2A
53079,HM13,46692,PLK2
53079,HM13,68063,HRAS
53081,CCND1,96254,CTTN
53081,CCND1,23143,SUMO1
53081,CCND1,91978,HERC5
53081,CCND1,68125,GADD45A
53081,CCND1,95381,UBA1
53081,CCND1,71712,CRY2
53081,CCND1,70642,CDKN1A
53081,CCND1,15395,MCM5
53092,SLC16A8,24195,SSTR5
53109,GTPBP1,74011,NCAPH2
53109,GTPBP1,5047,POLDIP3
53109,GTPBP1,13190,SREBF2
53109,GTPBP1,49433,ZBED4
53109,GTPBP1,42933,MAPK8IP3
53109,GTPBP1,63211,TRMT2A
53140,EPHX3,30092,NAE1
53148,DRD4,30092,NAE1
53148,DRD4,84722,TSC22D2
53149,PDP1,80915,PLAT
53166,ABCB8,74840,FASTK
53166,ABCB8,33598,BRCA1
53172,EIF3C,84936,EXOSC6
53172,EIF3C,35315,GNPAT
53172,EIF3C,55748,XRN2
53172,EIF3C,51691,FARSA
53172,EIF3C,65030,RPL13
53172,EIF3C,83551,SPAG7
53172,EIF3C,36578,PRPF18
53172,EIF3C,13685,PNN
53172,EIF3C,16355,RNGTT
53172,EIF3C,54181,NUP85
53172,EIF3C,47104,MAPKAP1
53172,EIF3C,10146,PPP2R1A
53172,EIF3C,25029,RBBP8
53172,EIF3C,50834,NRAS
53172,EIF3C,18421,PPAT
53172,EIF3C,17750,NDUFA9
53172,EIF3C,57087,PSMD1
53172,EIF3C,56887,GTPBP4
